Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Sales_Amount,Discount,Profit
SO61240,C30675,P1309,19-Jul-2025,15,510450,8262,145443
SO61241,C17456,P1505,06-Sep-2025,1,32590,1197,6544
SO61242,C37404,P1619,22-Jul-2025,12,288000,2734,53978
SO61243,C19831,P1259,06-Jul-2025,11,691240,69557,137727
SO61244,C15813,P1637,19-Jan-2025,8,60960,2619,11469
SO61245,C22073,P1095,09-Aug-2025,15,330000,33261,13074
SO61246,C19211,P1564,02-Mar-2025,4,10960,362,2342
SO61247,C28414,P1013,03-Dec-2025,2,114080,9965,25237
SO61248,C10375,P1832,09-Jan-2025,18,359820,1603,106883
SO61249,C17598,P1524,14-Mar-2025,15,890400,85013,178657
SO61250,C11523,P1324,06-Nov-2025,15,1006200,81103,57152
SO61251,C19938,P1369,12-Mar-2025,17,36890,5029,4287
SO61252,C31505,P1340,04-Jun-2025,16,716640,102044,34324
SO61253,C17604,P1483,04-Oct-2025,1,75190,9913,8504
SO61254,C34677,P1559,13-Sep-2025,15,1089300,104876,125674
SO61255,C28297,P1888,29-Aug-2025,15,392850,13358,51097
SO61256,C27651,P1801,19-Aug-2025,2,131980,9863,19925
SO61257,C32010,P1900,11-Nov-2025,2,136440,18562,19264
SO61258,C39290,P1969,07-May-2025,16,761120,14560,220816
SO61259,C22960,P1037,11-Jan-2025,16,681440,19049,103079
SO61260,C15283,P1951,30-Jun-2025,2,116020,113,33197
SO61261,C10981,P1446,20-Dec-2025,3,193530,19876,36833
SO61262,C31706,P1479,28-Mar-2025,2,111760,7682,17972
SO61263,C34883,P1497,22-Aug-2025,1,43330,1134,5433
SO61264,C28287,P1338,02-Dec-2025,10,54000,776,6784
SO61265,C29804,P1832,29-Nov-2025,10,199900,7041,53229
SO61266,C34071,P1920,18-Mar-2025,4,247720,3130,54506
SO61267,C35906,P1942,14-Aug-2025,3,98490,9892,9458
SO61268,C36268,P1408,08-Oct-2025,8,441040,16306,112886
SO61269,C20006,P1627,17-Oct-2025,19,1170210,81974,192006
SO61270,C33044,P1497,27-Jun-2025,4,173320,3063,23205
SO61271,C22529,P1936,25-Mar-2025,12,286920,20719,48881
SO61272,C33033,P1930,28-Oct-2025,5,261300,19043,16802
SO61273,C26391,P1449,28-Jun-2025,8,128000,9742,27650
SO61274,C24010,P1144,16-Jan-2025,16,1113280,126488,61320
SO61275,C17049,P1826,04-Mar-2025,3,121110,18160,10868
SO61276,C15547,P1136,28-Jan-2025,10,128000,7931,10499
SO61277,C11231,P1728,30-Jun-2025,4,172280,4952,24104
SO61278,C27119,P1464,14-Dec-2025,11,91740,9468,7791
SO61279,C35811,P1858,09-Jun-2025,16,1104000,422,216202
SO61280,C21644,P1220,01-Dec-2025,19,1381870,62885,249950
SO61281,C29887,P1541,12-Apr-2025,14,1011080,91069,131811
SO61282,C23874,P1159,16-Dec-2025,14,918400,132781,136019
SO61283,C23552,P1953,10-Nov-2025,6,390960,51700,48806
SO61284,C19519,P1923,04-Dec-2025,5,188800,9543,37732
SO61285,C22243,P1300,28-Jun-2025,3,40920,3964,3752
SO61286,C37472,P1898,28-Nov-2025,12,325800,1184,87988
SO61287,C36684,P1270,13-Sep-2025,16,927680,136907,98037
SO61288,C33647,P1674,06-May-2025,11,429220,35781,46906
SO61289,C17890,P1450,08-Nov-2025,12,124560,1212,22752
SO61290,C38560,P1371,26-Nov-2025,7,524860,20178,88511
SO61291,C36161,P1632,08-Dec-2025,6,31200,912,6978
SO61292,C11592,P1616,12-Feb-2025,1,1940,257,105
SO61293,C25930,P1911,19-May-2025,3,144090,14872,14981
SO61294,C19160,P1435,01-Sep-2025,4,190560,24850,19022
SO61295,C24855,P1422,15-Jul-2025,1,29800,1886,6780
SO61296,C16956,P1501,01-Feb-2025,16,160480,17529,25399
SO61297,C12815,P1283,05-Sep-2025,3,153270,5527,40559
SO61298,C35238,P1634,09-Oct-2025,6,346080,35100,45420
SO61299,C34809,P1274,17-Feb-2025,15,1058850,156938,143047
SO61300,C16667,P1574,28-May-2025,9,408240,27807,40890
SO61301,C12520,P1220,22-Jan-2025,4,290920,3953,61907
SO61302,C30316,P1649,12-Jun-2025,4,169240,17447,19633
SO61303,C15790,P1511,11-Apr-2025,17,346630,18855,45711
SO61304,C15997,P1896,04-Oct-2025,10,582000,85146,42814
SO61305,C22160,P1649,16-May-2025,19,803890,784,175346
SO61306,C17712,P1921,30-Jun-2025,13,249990,4479,44193
SO61307,C36752,P1043,15-Jan-2025,8,238560,34611,35429
SO61308,C29159,P1234,19-Feb-2025,17,216240,19314,33539
SO61309,C29698,P1118,03-Jun-2025,8,124320,11602,8934
SO61310,C20944,P1402,28-Jan-2025,10,636700,53150,126530
SO61311,C13565,P1999,01-Jan-2025,7,246190,11762,59421
SO61312,C13583,P1010,03-Nov-2025,5,31550,4618,1362
SO61313,C16980,P1303,04-Jun-2025,11,136070,4057,22574
SO61314,C20134,P1201,24-Jan-2025,7,557690,6032,157509
SO61315,C11899,P1027,21-Aug-2025,13,414440,22045,41954
SO61316,C33300,P1995,21-Feb-2025,4,221120,32591,8949
SO61317,C13105,P1305,26-Nov-2025,5,104500,1641,12454
SO61318,C27232,P1241,25-Feb-2025,5,237050,32612,9063
SO61319,C15196,P1070,13-May-2025,13,954590,66820,119184
SO61320,C15162,P1076,26-Jan-2025,18,7920,1108,548
SO61321,C15436,P1087,11-Apr-2025,3,101610,14631,6801
SO61322,C19866,P1537,14-Oct-2025,9,231840,27653,17824
SO61323,C36241,P1682,23-Feb-2025,19,461510,48082,25049
SO61324,C27601,P1936,20-Dec-2025,9,215190,3271,48929
SO61325,C10050,P1675,14-Aug-2025,19,890150,59430,188786
SO61326,C35110,P1711,08-Oct-2025,15,367350,41645,55570
SO61327,C20661,P1747,28-Jul-2025,14,15260,2161,2291
SO61328,C17051,P1401,27-Sep-2025,2,76940,988,11458
SO61329,C14222,P1401,10-Jul-2025,9,346230,38077,17930
SO61330,C23635,P1814,13-Dec-2025,19,821560,12276,220702
SO61331,C27236,P1911,18-Feb-2025,1,48030,1356,8595
SO61332,C29342,P1265,15-Oct-2025,12,454080,13930,51230
SO61333,C15266,P1601,13-Jul-2025,7,70910,4367,9283
SO61334,C15926,P1444,07-Oct-2025,19,1233480,51551,256230
SO61335,C20580,P1611,05-Aug-2025,10,251400,2648,47062
SO61336,C17444,P1221,02-Aug-2025,11,249590,12579,50924
SO61337,C35706,P1253,20-Aug-2025,7,148960,796,32279
SO61338,C27105,P1167,30-Dec-2025,3,66210,301,11354
SO61339,C23755,P1865,02-Feb-2025,8,594240,24393,137167
SO61340,C21289,P1799,24-May-2025,1,37620,467,8437
SO61341,C15638,P1503,19-Oct-2025,15,648000,21590,165370
SO61342,C16929,P1132,28-Aug-2025,16,616960,58522,129814
SO61343,C33481,P1321,05-Jul-2025,8,514560,29204,112636
SO61344,C23685,P1787,24-Aug-2025,9,499230,736,147620
SO61345,C19112,P1297,12-Mar-2025,10,119900,3315,27415
SO61346,C30932,P1987,29-Jul-2025,17,747150,41260,165545
SO61347,C18130,P1991,28-Jun-2025,15,672900,20244,138021
SO61348,C22093,P1994,30-Jan-2025,17,864960,33201,100130
SO61349,C15441,P1429,07-Sep-2025,11,529980,23462,61788
SO61350,C21529,P1387,15-Oct-2025,3,126750,6164,32932
SO61351,C14093,P1209,22-Oct-2025,11,246290,18591,35540
SO61352,C35656,P1775,15-Aug-2025,13,888680,116990,39361
SO61353,C38627,P1498,02-Aug-2025,13,882180,100734,95423
SO61354,C21757,P1477,07-May-2025,5,85150,769,11396
SO61355,C12592,P1042,29-Jul-2025,12,372360,2496,86364
SO61356,C10052,P1692,04-May-2025,12,661560,24959,152653
SO61357,C28369,P1110,20-Jul-2025,19,853670,14515,138150
SO61358,C15503,P1470,01-Jun-2025,3,35430,3820,1922
SO61359,C23931,P1670,10-Jun-2025,3,85110,11203,7811
SO61360,C29198,P1055,16-Apr-2025,18,1136160,145477,72809
SO61361,C10786,P1096,07-Nov-2025,3,167700,14819,37174
SO61362,C19177,P1767,11-Mar-2025,9,458820,7737,91749
SO61363,C37062,P1676,15-Jul-2025,3,209310,10700,39631
SO61364,C26748,P1263,10-Aug-2025,1,16560,60,2422
SO61365,C28481,P1469,05-Jul-2025,5,197600,1946,41244
SO61366,C11936,P1980,05-Jun-2025,2,86260,10026,16380
SO61367,C17099,P1590,26-Nov-2025,4,140760,19725,4059
SO61368,C39839,P1160,01-May-2025,16,300160,30456,12520
SO61369,C22304,P1248,13-Jun-2025,9,346860,2971,98387
SO61370,C32336,P1151,06-Jan-2025,16,14560,1469,1347
SO61371,C24584,P1025,22-Apr-2025,15,572850,72853,59942
SO61372,C14606,P1293,02-Aug-2025,19,45790,6435,-165
SO61373,C10131,P1225,27-Jun-2025,1,31510,2676,6258
SO61374,C18881,P1070,26-Apr-2025,11,807730,15249,142139
SO61375,C23392,P1949,17-Aug-2025,10,296600,32231,39039
SO61376,C10794,P1959,15-Oct-2025,6,123420,14021,3313
SO61377,C16668,P1848,16-Jan-2025,17,581060,38275,131623
SO61378,C25247,P1612,28-Aug-2025,11,44440,1432,11229
SO61379,C15300,P1013,13-Sep-2025,19,1083760,137084,197335
SO61380,C21506,P1196,28-Oct-2025,6,179640,25926,13032
SO61381,C37126,P1585,25-Mar-2025,3,172140,20488,20441
SO61382,C21784,P1757,18-Aug-2025,7,256340,16565,18603
SO61383,C11119,P1187,02-Dec-2025,2,58820,7886,4044
SO61384,C13114,P1723,17-Jul-2025,2,26860,3472,1906
SO61385,C11358,P1265,14-Jul-2025,10,378400,40811,13489
SO61386,C27917,P1843,30-Apr-2025,19,752210,57847,124743
SO61387,C39407,P1744,02-Jul-2025,14,40600,2077,7359
SO61388,C14612,P1797,09-Dec-2025,13,77350,9754,7289
SO61389,C30643,P1746,17-Mar-2025,2,126140,17381,6125
SO61390,C14504,P1710,06-Mar-2025,15,540300,45621,48369
SO61391,C22202,P1019,23-Jul-2025,9,537660,75726,52425
SO61392,C10631,P1970,20-May-2025,1,51280,1008,8259
SO61393,C26897,P1664,26-Dec-2025,3,62940,6181,7157
SO61394,C16746,P1190,21-Oct-2025,1,35350,203,7191
SO61395,C37220,P1381,07-Jan-2025,16,381920,52637,49539
SO61396,C29405,P1954,20-Nov-2025,8,535040,7943,130209
SO61397,C21877,P1855,18-Nov-2025,5,371100,35571,73779
SO61398,C11537,P1020,04-May-2025,7,435190,25937,93819
SO61399,C12486,P1595,19-Apr-2025,6,418740,8266,66050
SO61400,C36984,P1901,01-Feb-2025,17,53720,7008,8003
SO61401,C17015,P1043,16-Feb-2025,12,357840,43558,61502
SO61402,C19924,P1407,15-Sep-2025,1,62040,5826,11706
SO61403,C11109,P1680,13-Nov-2025,2,88780,12350,13890
SO61404,C11843,P1513,05-Jul-2025,10,75900,5031,17719
SO61405,C38733,P1140,27-Feb-2025,3,105870,2870,22195
SO61406,C21353,P1877,10-Feb-2025,11,397870,34365,72467
SO61407,C18788,P1151,08-Jun-2025,19,17290,837,2507
SO61408,C24885,P1941,26-Sep-2025,9,512100,62704,8783
SO61409,C28475,P1072,14-Sep-2025,15,757800,84672,37428
SO61410,C32896,P1160,01-Oct-2025,5,93800,12044,1386
SO61411,C37550,P1486,18-Aug-2025,10,646100,83790,10780
SO61412,C19815,P1760,22-Dec-2025,8,565120,39292,67764
SO61413,C17635,P1446,09-Apr-2025,18,1161180,46324,293930
SO61414,C35076,P1741,15-Aug-2025,12,3240,422,502
SO61415,C22686,P1948,29-Aug-2025,17,542300,14642,109475
SO61416,C32156,P1746,01-Oct-2025,15,946050,136732,39563
SO61417,C16829,P1608,19-Feb-2025,1,82050,4096,17990
SO61418,C24179,P1953,11-Apr-2025,8,521280,25113,108895
SO61419,C13350,P1044,17-Oct-2025,17,922250,100794,64072
SO61420,C10731,P1017,02-Aug-2025,13,345540,32574,53733
SO61421,C24172,P1675,03-Jul-2025,19,890150,113460,134756
SO61422,C17419,P1818,09-Aug-2025,3,126360,16018,19193
SO61423,C36637,P1910,27-Nov-2025,15,1069200,124908,52512
SO61424,C22943,P1589,14-Jun-2025,12,201360,26852,2740
SO61425,C32340,P1782,28-May-2025,1,10480,1194,946
SO61426,C27221,P1909,13-Jan-2025,4,54120,3925,11875
SO61427,C26842,P1142,27-Jul-2025,6,7140,617,379
SO61428,C15435,P1860,04-Apr-2025,15,1015050,116169,159306
SO61429,C35753,P1317,16-Feb-2025,19,1140950,13647,234816
SO61430,C36742,P1048,19-Jun-2025,9,446940,22429,116126
SO61431,C11662,P1597,27-Aug-2025,15,1029600,123309,130551
SO61432,C24444,P1923,28-Apr-2025,3,113280,1786,26579
SO61433,C14683,P1940,01-Nov-2025,3,215880,3272,38587
SO61434,C18189,P1359,27-Aug-2025,6,18600,2778,2148
SO61435,C18086,P1435,27-May-2025,1,47640,4372,6596
SO61436,C18929,P1160,17-May-2025,17,318920,15517,30145
SO61437,C32959,P1069,17-Apr-2025,17,215220,799,60843
SO61438,C25106,P1941,24-Oct-2025,13,739700,15161,88098
SO61439,C14690,P1424,25-Dec-2025,3,180180,17,53890
SO61440,C17858,P1294,28-Apr-2025,2,105540,8457,8847
SO61441,C37734,P1012,23-Jan-2025,5,316550,36484,47686
SO61442,C36880,P1277,18-Jan-2025,9,52920,4519,9503
SO61443,C18630,P1779,23-Dec-2025,18,191520,3337,33293
SO61444,C13636,P1135,25-Apr-2025,9,466740,58885,56027
SO61445,C23241,P1062,12-May-2025,17,1048560,58679,184013
SO61446,C25037,P1934,28-Sep-2025,14,657020,94269,41937
SO61447,C24688,P1514,09-Apr-2025,12,85560,1933,10055
SO61448,C19770,P1719,10-Nov-2025,6,90840,2456,25414
SO61449,C20916,P1472,20-Jun-2025,12,114480,8807,9721
SO61450,C30867,P1537,13-Nov-2025,16,412160,5381,75467
SO61451,C14286,P1310,10-Sep-2025,6,93420,6539,19627
SO61452,C15823,P1129,04-Dec-2025,9,232110,21774,37491
SO61453,C28446,P1465,02-Aug-2025,4,39920,3729,4351
SO61454,C30723,P1332,25-Apr-2025,9,498510,17277,108147
SO61455,C12160,P1401,09-Jul-2025,19,730930,54127,64110
SO61456,C27626,P1039,10-Jul-2025,13,407030,30686,36082
SO61457,C24880,P1739,06-Aug-2025,9,263880,28512,34110
SO61458,C37867,P1842,18-Sep-2025,11,674630,74559,31888
SO61459,C14965,P1057,03-Mar-2025,5,2100,303,182
SO61460,C35158,P1081,26-Oct-2025,19,1412460,97529,291230
SO61461,C39602,P1058,02-Oct-2025,4,206520,22805,39059
SO61462,C24651,P1554,08-Feb-2025,8,298400,38352,27784
SO61463,C15700,P1004,20-Nov-2025,2,95840,5669,18839
SO61464,C32953,P1013,20-Oct-2025,12,684480,8178,203034
SO61465,C17820,P1430,27-May-2025,2,25120,3326,4138
SO61466,C22097,P1787,10-Dec-2025,11,610170,90449,90875
SO61467,C14267,P1087,19-Dec-2025,16,541920,12897,101407
SO61468,C27949,P1502,11-Jul-2025,15,1099050,87919,136901
SO61469,C23373,P1263,17-Feb-2025,7,115920,2424,14950
SO61470,C36377,P1710,19-Jan-2025,17,612340,90561,15961
SO61471,C14415,P1821,15-Apr-2025,5,330800,35930,58140
SO61472,C31611,P1754,09-Mar-2025,15,12900,1358,1687
SO61473,C11299,P1372,02-Jul-2025,6,35460,1943,4249
SO61474,C19068,P1152,19-May-2025,17,1122170,131376,65773
SO61475,C28434,P1027,09-Mar-2025,19,605720,27298,66239
SO61476,C17702,P1348,22-Feb-2025,19,1528360,53483,352452
SO61477,C23069,P1830,12-Feb-2025,16,410880,4171,118629
SO61478,C29805,P1199,28-Apr-2025,14,154980,22688,-1590
SO61479,C20265,P1149,18-Jan-2025,16,114400,7783,13209
SO61480,C22450,P1409,19-Mar-2025,1,41420,5706,4191
SO61481,C29490,P1614,30-Jun-2025,8,39120,1168,7872
SO61482,C29619,P1485,24-Jun-2025,4,216040,14892,29916
SO61483,C19783,P1798,31-Jul-2025,17,936700,38098,192558
SO61484,C32323,P1356,15-Jun-2025,2,53280,5016,4440
SO61485,C20148,P1825,11-Nov-2025,4,157000,5209,22091
SO61486,C30078,P1753,26-Mar-2025,4,177160,18746,11526
SO61487,C32175,P1024,09-Apr-2025,15,1012050,35045,176560
SO61488,C10465,P1536,19-Jan-2025,11,638990,51985,83029
SO61489,C36472,P1611,23-May-2025,4,100560,14040,5844
SO61490,C14671,P1413,21-Feb-2025,16,116960,6630,27386
SO61491,C39188,P1129,01-Jun-2025,13,335270,20797,64808
SO61492,C35204,P1040,31-Aug-2025,13,227760,17656,26570
SO61493,C15503,P1295,02-May-2025,15,81000,10338,9282
SO61494,C31102,P1120,19-Jan-2025,1,23360,227,6903
SO61495,C27268,P1377,21-Oct-2025,9,90000,7707,4038
SO61496,C26540,P1126,09-Mar-2025,14,271460,26750,38826
SO61497,C29466,P1243,04-May-2025,15,1163100,165208,171182
SO61498,C10584,P1971,18-Feb-2025,5,85200,2992,22288
SO61499,C34249,P1913,05-Sep-2025,12,292680,37973,41467
SO61500,C28192,P1436,03-Nov-2025,14,14280,1046,1642
SO61501,C20002,P1136,03-Jan-2025,8,102400,8406,6338
SO61502,C19634,P1646,04-Aug-2025,8,416800,16154,60846
SO61503,C36914,P1997,22-Jun-2025,3,79290,3633,14358
SO61504,C28614,P1443,01-Feb-2025,17,664360,77661,36341
SO61505,C29976,P1685,12-Jul-2025,14,448700,44845,89163
SO61506,C12502,P1121,01-Mar-2025,6,111180,9810,18180
SO61507,C16880,P1171,23-Jan-2025,19,774250,82943,75821
SO61508,C27357,P1375,10-Jun-2025,9,114840,11427,24168
SO61509,C35718,P1227,18-Jun-2025,2,102840,4155,27201
SO61510,C31704,P1289,04-May-2025,4,81880,5438,11198
SO61511,C36379,P1333,23-Sep-2025,14,248640,16574,36906
SO61512,C11423,P1669,25-Sep-2025,13,461240,24623,84759
SO61513,C23599,P1256,01-May-2025,11,107140,13795,7809
SO61514,C14877,P1751,19-Jul-2025,9,490860,37899,60930
SO61515,C35016,P1267,09-Nov-2025,10,541600,19257,106903
SO61516,C19204,P1169,02-Jun-2025,18,1118700,110770,122942
SO61517,C35580,P1181,08-Jun-2025,13,418340,39593,73676
SO61518,C39094,P1837,13-Jul-2025,1,49640,4970,1712
SO61519,C11612,P1715,23-Sep-2025,15,1111050,38051,231514
SO61520,C15781,P1254,29-Apr-2025,15,671100,78306,104889
SO61521,C36868,P1501,05-Oct-2025,15,150450,17046,23199
SO61522,C37728,P1727,20-Jul-2025,18,1241640,79994,228706
SO61523,C19153,P1850,12-Feb-2025,12,156120,6707,37897
SO61524,C33388,P1061,27-Mar-2025,8,307280,45179,36717
SO61525,C15243,P1433,14-Feb-2025,5,99550,10079,13081
SO61526,C22391,P1808,12-Feb-2025,11,750420,77726,73898
SO61527,C13321,P1612,24-Mar-2025,14,56560,2177,13937
SO61528,C24894,P1126,19-Jun-2025,2,38780,2160,7208
SO61529,C35640,P1219,09-Nov-2025,15,31350,3899,5521
SO61530,C17883,P1691,03-Dec-2025,4,127280,8815,10073
SO61531,C38982,P1619,11-Aug-2025,14,336000,47971,18193
SO61532,C16194,P1086,06-Jun-2025,7,446600,37221,88114
SO61533,C13379,P1838,09-Nov-2025,18,72540,5623,4187
SO61534,C35745,P1410,18-Mar-2025,8,622000,19559,156865
SO61535,C27460,P1409,21-May-2025,8,331360,33069,46107
SO61536,C28066,P1465,25-Apr-2025,6,59880,8047,4073
SO61537,C21490,P1968,10-Aug-2025,18,819900,105182,106318
SO61538,C23908,P1538,13-Feb-2025,17,1362720,45775,346347
SO61539,C17722,P1968,28-Dec-2025,14,637700,76833,87667
SO61540,C35256,P1960,13-Feb-2025,8,378720,5243,102445
SO61541,C12931,P1693,07-Mar-2025,2,130860,12430,18974
SO61542,C15811,P1809,20-Jun-2025,18,78300,10845,12717
SO61543,C10012,P1855,12-May-2025,15,1113300,72084,255966
SO61544,C13258,P1109,01-May-2025,12,529320,21226,70550
SO61545,C36491,P1382,07-Jan-2025,11,184030,26942,27926
SO61546,C15311,P1217,06-Aug-2025,14,505400,70704,65558
SO61547,C12242,P1548,24-Nov-2025,6,314340,27847,30833
SO61548,C20204,P1880,22-Dec-2025,7,290080,10693,28829
SO61549,C38329,P1784,16-Dec-2025,2,99720,1578,14276
SO61550,C25177,P1820,14-Jan-2025,1,7730,159,1478
SO61551,C16130,P1118,12-Oct-2025,13,202020,2221,31150
SO61552,C30176,P1684,18-Oct-2025,8,511040,30003,86517
SO61553,C16061,P1454,30-Oct-2025,7,388220,38404,65294
SO61554,C13271,P1239,11-Aug-2025,16,1329920,40550,331674
SO61555,C33830,P1280,07-Jul-2025,2,65080,5942,13892
SO61556,C21447,P1257,20-Jul-2025,2,92080,7287,9841
SO61557,C27471,P1027,29-Dec-2025,4,127520,13194,6498
SO61558,C29135,P1219,07-Jun-2025,3,6270,447,1437
SO61559,C29972,P1958,05-Nov-2025,9,667080,62697,101013
SO61560,C23161,P1441,22-Jun-2025,8,470240,48449,20559
SO61561,C35546,P1559,03-Oct-2025,6,435720,15648,76572
SO61562,C30140,P1332,06-Jul-2025,18,997020,149065,101783
SO61563,C12059,P1783,24-Nov-2025,18,573120,70735,73031
SO61564,C13801,P1478,14-Jun-2025,19,483360,36240,41584
SO61565,C11621,P1649,17-Mar-2025,5,211550,12453,33897
SO61566,C11797,P1770,12-Nov-2025,1,16800,1671,2929
SO61567,C31425,P1785,14-Nov-2025,3,61620,2517,15678
SO61568,C15526,P1171,09-Apr-2025,3,122250,7470,17598
SO61569,C28767,P1558,10-Aug-2025,15,419250,41006,86299
SO61570,C14331,P1464,15-Dec-2025,11,91740,2848,14411
SO61571,C30213,P1166,26-Mar-2025,12,606000,10892,120208
SO61572,C36930,P1188,30-Sep-2025,10,830900,55053,197087
SO61573,C27660,P1305,01-Feb-2025,15,313500,8300,33985
SO61574,C38797,P1036,17-Jun-2025,10,76900,3531,17979
SO61575,C23907,P1889,22-Oct-2025,17,142970,6050,32302
SO61576,C35251,P1001,18-Feb-2025,14,663040,32999,109661
SO61577,C28409,P1081,25-Feb-2025,1,74340,1859,18602
SO61578,C26427,P1322,24-Dec-2025,11,867570,70296,149000
SO61579,C24050,P1784,26-Mar-2025,18,897480,79494,63192
SO61580,C22027,P1563,20-Aug-2025,11,375650,45420,16763
SO61581,C33391,P1336,08-Sep-2025,7,101920,12185,10257
SO61582,C12287,P1269,30-Sep-2025,3,66690,489,16743
SO61583,C31474,P1282,24-Oct-2025,6,153240,51,43779
SO61584,C39826,P1357,16-Feb-2025,19,1107130,129923,181411
SO61585,C27286,P1783,22-Apr-2025,15,477600,29819,89986
SO61586,C29771,P1738,24-Apr-2025,3,34470,3187,6845
SO61587,C19010,P1225,30-Oct-2025,5,157550,7151,37519
SO61588,C27411,P1874,14-Apr-2025,19,450490,41215,33835
SO61589,C26274,P1266,14-May-2025,9,74160,1710,18954
SO61590,C28146,P1536,06-Feb-2025,14,813260,113,171723
SO61591,C11726,P1623,21-Mar-2025,3,205470,22588,37790
SO61592,C33628,P1503,17-Dec-2025,14,604800,65538,108958
SO61593,C21344,P1230,26-Jun-2025,12,447960,33227,89473
SO61594,C38197,P1500,30-Jun-2025,17,580890,80297,18133
SO61595,C34177,P1458,17-Sep-2025,10,557900,44841,124029
SO61596,C26290,P1430,03-Jun-2025,18,226080,14371,52805
SO61597,C23655,P1042,13-Apr-2025,2,62060,7819,6991
SO61598,C29168,P1787,21-Oct-2025,12,665640,42996,154812
SO61599,C29300,P1988,30-Nov-2025,4,173360,2038,24842
SO61600,C39061,P1487,14-Jul-2025,16,918560,3709,159459
SO61601,C20945,P1944,28-Jun-2025,11,420530,59145,65980
SO61602,C19370,P1312,09-Jun-2025,9,213750,27780,6528
SO61603,C39371,P1143,15-Jul-2025,13,578370,54136,109599
SO61604,C31806,P1781,20-Mar-2025,8,486240,4588,59644
SO61605,C15069,P1911,17-Dec-2025,12,576360,20273,99139
SO61606,C17975,P1215,29-Jun-2025,12,719280,13129,194447
SO61607,C30049,P1812,22-Aug-2025,13,880750,48127,198756
SO61608,C29686,P1731,24-Jan-2025,7,417900,8741,119541
SO61609,C22558,P1703,30-May-2025,6,223680,14128,20264
SO61610,C28992,P1998,26-May-2025,19,580830,52221,81121
SO61611,C15663,P1665,13-May-2025,5,279100,29626,41429
SO61612,C26541,P1104,30-Dec-2025,1,7170,79,1194
SO61613,C21354,P1859,14-Jan-2025,14,466340,56166,50304
SO61614,C14714,P1028,28-Nov-2025,4,200480,22988,9868
SO61615,C12890,P1684,07-Jul-2025,4,255520,4465,53795
SO61616,C34698,P1759,22-Feb-2025,14,359380,3612,105700
SO61617,C11264,P1086,25-Feb-2025,11,701800,24736,172219
SO61618,C14509,P1476,24-Dec-2025,15,311100,394,53801
SO61619,C33961,P1420,25-Jan-2025,18,132840,7291,21761
SO61620,C24934,P1684,28-Jul-2025,9,574920,55277,75808
SO61621,C24341,P1724,18-Jun-2025,15,373200,14333,46792
SO61622,C10665,P1066,07-Nov-2025,19,404320,9692,104498
SO61623,C21820,P1426,01-Mar-2025,19,1188260,137,286592
SO61624,C22788,P1367,19-Nov-2025,10,653900,62812,95388
SO61625,C18990,P1495,22-May-2025,2,41360,5166,2322
SO61626,C21427,P1990,27-Aug-2025,8,81680,4542,14810
SO61627,C29530,P1338,01-Jan-2025,4,21600,711,2313
SO61628,C13031,P1204,25-Jun-2025,15,239250,35844,26931
SO61629,C17552,P1379,22-Apr-2025,13,519220,23492,46552
SO61630,C22731,P1580,21-May-2025,9,301050,29456,37324
SO61631,C22377,P1577,18-Feb-2025,4,12520,644,2556
SO61632,C29085,P1076,09-Feb-2025,16,7040,523,949
SO61633,C36731,P1826,18-Jul-2025,14,565180,62943,72521
SO61634,C16165,P1434,13-Jun-2025,14,346500,21896,26124
SO61635,C38654,P1252,23-Oct-2025,15,227250,13078,39872
SO61636,C16717,P1835,02-Apr-2025,5,27250,1574,6231
SO61637,C11768,P1184,19-May-2025,2,142480,15025,17521
SO61638,C19965,P1883,28-May-2025,12,667800,51631,67673
SO61639,C26573,P1049,09-Feb-2025,17,212330,29831,3285
SO61640,C29558,P1327,08-Jan-2025,16,65600,9105,3199
SO61641,C34310,P1295,16-Feb-2025,17,91800,4225,18011
SO61642,C37496,P1184,06-Feb-2025,1,71240,5729,10544
SO61643,C30921,P1467,01-Aug-2025,12,343320,46587,32541
SO61644,C35983,P1442,31-Aug-2025,3,59640,7889,2278
SO61645,C12542,P1093,25-Nov-2025,1,14750,576,3578
SO61646,C35568,P1061,16-Dec-2025,15,576150,70158,83397
SO61647,C22531,P1303,08-Jan-2025,7,86590,10700,6247
SO61648,C39273,P1893,14-Mar-2025,3,5040,210,960
SO61649,C34291,P1409,04-Apr-2025,2,82840,7051,12743
SO61650,C17092,P1976,03-Dec-2025,2,120580,9339,21681
SO61651,C38728,P1038,29-Nov-2025,16,416480,5811,97021
SO61652,C26724,P1666,23-Aug-2025,8,15840,1813,1067
SO61653,C13793,P1168,13-Jul-2025,1,55700,6842,1992
SO61654,C25016,P1575,29-Aug-2025,15,143250,9664,9911
SO61655,C36284,P1729,25-Oct-2025,5,49850,3106,8874
SO61656,C22204,P1396,25-Mar-2025,3,22800,1551,4176
SO61657,C30935,P1465,02-Jul-2025,4,39920,4354,3726
SO61658,C19380,P1948,10-May-2025,6,191400,17813,25993
SO61659,C10172,P1474,07-Sep-2025,12,830640,106148,37516
SO61660,C13662,P1298,11-Nov-2025,12,855240,87114,149970
SO61661,C26540,P1492,19-Sep-2025,19,810160,3240,172415
SO61662,C29529,P1975,21-Feb-2025,2,47720,1288,9694
SO61663,C10444,P1488,12-Jun-2025,9,209340,1952,45118
SO61664,C13686,P1248,22-May-2025,1,38540,5354,5908
