Return_ID,Order_ID,Product_ID,Return_Date,Return_Quantity,Return_Reason,Refund_Amount
R17044,SO16216,P1221,26-Jan-2025,16,Defective,363040
R17045,SO40343,P1245,23-Jul-2025,2,Size Issue,113360
R17046,SO13059,P1855,05-May-2025,6,Quality Issue,445320
R17047,SO65652,P1511,09-Aug-2025,2,Wrong Item,40780
R17048,SO13967,P1315,01-Apr-2025,5,Defective,327150
R17049,SO36034,P1110,03-Feb-2025,4,Quality Issue,179720
R17050,SO23441,P1544,14-Sep-2025,7,Not Required,356790
R17051,SO50769,P1679,25-Oct-2025,14,Late Delivery,1020880
R17052,SO16282,P1528,20-Jul-2025,8,Damaged,309200
R17053,SO68200,P1975,15-Nov-2025,2,Wrong Item,47720
R17054,SO21831,P1600,21-Nov-2025,2,Wrong Item,4660
R17055,SO11646,P1580,03-Apr-2025,1,Size Issue,33450
R17056,SO15946,P1242,27-Nov-2025,6,Quality Issue,70740
R17057,SO60606,P1588,17-Feb-2025,2,Defective,78820
R17058,SO22540,P1827,15-Feb-2025,16,Not Required,604000
R17059,SO63925,P1163,26-Aug-2025,10,Defective,191700
R17060,SO16141,P1938,04-Dec-2025,1,Defective,22780
R17061,SO18762,P1340,10-Apr-2025,6,Damaged,268740
R17062,SO37131,P1978,30-Dec-2025,17,Quality Issue,260780
R17063,SO33336,P1463,23-May-2025,13,Size Issue,252850
R17064,SO42924,P1548,21-Feb-2025,12,Late Delivery,628680
R17065,SO51571,P1458,06-Jun-2025,3,Size Issue,167370
R17066,SO40429,P1512,10-Jan-2026,1,Quality Issue,57980
R17067,SO22328,P1205,28-Nov-2025,1,Not Required,3850
R17068,SO32199,P1725,02-May-2025,2,Damaged,40200
R17069,SO52834,P1210,30-Sep-2025,3,Late Delivery,158160
R17070,SO53493,P1720,15-Feb-2025,6,Not Required,325560
R17071,SO66802,P1395,31-Aug-2025,16,Quality Issue,793600
R17072,SO19948,P1129,20-Dec-2025,1,Defective,25790
R17073,SO49358,P1696,11-Jul-2025,1,Wrong Item,46220
R17074,SO29627,P1446,24-Nov-2025,4,Quality Issue,258040
R17075,SO54219,P1251,10-Sep-2025,1,Damaged,48220
R17076,SO64865,P1332,30-Jan-2025,3,Late Delivery,166170
R17077,SO68803,P1319,11-Sep-2025,4,Quality Issue,151720
R17078,SO58421,P1390,20-May-2025,7,Not Required,333900
R17079,SO57504,P1129,22-Apr-2025,1,Wrong Item,25790
R17080,SO17836,P1953,13-Oct-2025,2,Late Delivery,130320
R17081,SO62291,P1686,04-Sep-2025,1,Quality Issue,13220
R17082,SO50833,P1975,02-Jan-2026,2,Not Required,47720
R17083,SO45452,P1865,05-May-2025,4,Defective,297120
R17084,SO15125,P1430,19-Jul-2025,4,Late Delivery,50240
R17085,SO50674,P1964,11-Nov-2025,11,Wrong Item,670890
R17086,SO57445,P1404,16-May-2025,1,Defective,72480
R17087,SO27793,P1267,16-Oct-2025,1,Defective,54160
R17088,SO56321,P1606,24-Mar-2025,6,Defective,108840
R17089,SO11511,P1354,23-Jul-2025,7,Quality Issue,461510
R17090,SO40301,P1183,07-Jan-2025,4,Defective,52240
R17091,SO67034,P1419,16-Feb-2025,6,Damaged,476160
R17092,SO34175,P1294,10-Jun-2025,4,Damaged,211080
R17093,SO13694,P1577,13-Feb-2025,2,Late Delivery,6260
R17094,SO44217,P1673,22-Aug-2025,6,Wrong Item,174420
R17095,SO49873,P1911,20-Jul-2025,7,Damaged,336210
R17096,SO29097,P1593,16-Nov-2025,1,Late Delivery,31150
R17097,SO58205,P1804,15-Dec-2025,1,Not Required,62850
R17098,SO44716,P1491,03-Jun-2025,9,Defective,687780
R17099,SO24827,P1428,11-Aug-2025,1,Quality Issue,49560
R17100,SO20322,P1892,13-Sep-2025,7,Damaged,195160
R17101,SO37604,P1388,05-Dec-2025,13,Not Required,767260
R17102,SO43206,P1790,01-Dec-2025,18,Late Delivery,1065060
R17103,SO42150,P1485,20-Jan-2025,17,Size Issue,918170
R17104,SO24119,P1774,04-Sep-2025,5,Size Issue,232150
R17105,SO33511,P1057,07-Feb-2025,9,Defective,3780
R17106,SO56152,P1086,11-May-2025,8,Damaged,510400
R17107,SO25883,P1539,07-Jun-2025,4,Quality Issue,98760
R17108,SO60362,P1409,28-Jan-2025,2,Not Required,82840
R17109,SO60824,P1764,14-Jul-2025,1,Not Required,72520
R17110,SO30727,P1058,13-Jan-2026,5,Wrong Item,258150
R17111,SO40418,P1942,07-Sep-2025,13,Wrong Item,426790
R17112,SO62688,P1887,14-Feb-2025,5,Size Issue,328300
R17113,SO14314,P1821,13-Jun-2025,4,Wrong Item,264640
R17114,SO45197,P1412,19-Mar-2025,2,Late Delivery,64700
R17115,SO50591,P1668,15-Mar-2025,16,Not Required,296960
R17116,SO19609,P1069,30-Sep-2025,5,Late Delivery,63300
R17117,SO56463,P1313,06-Jul-2025,4,Quality Issue,14880
R17118,SO49231,P1209,09-Jun-2025,7,Quality Issue,156730
R17119,SO50910,P1640,24-Jun-2025,4,Late Delivery,103920
R17120,SO42095,P1126,10-May-2025,15,Late Delivery,290850
R17121,SO28920,P1739,14-Jul-2025,1,Late Delivery,29320
R17122,SO45518,P1807,03-Jan-2026,19,Quality Issue,747460
R17123,SO58702,P1144,11-Dec-2025,3,Size Issue,208740
R17124,SO64267,P1748,20-Mar-2025,14,Damaged,159180
R17125,SO64554,P1396,23-Sep-2025,6,Quality Issue,45600
R17126,SO10928,P1389,06-Jun-2025,2,Late Delivery,37180
R17127,SO22296,P1125,14-Mar-2025,8,Wrong Item,90400
R17128,SO59029,P1802,11-May-2025,2,Defective,11400
R17129,SO29656,P1425,18-Apr-2025,5,Wrong Item,352950
R17130,SO62045,P1929,23-Dec-2025,11,Not Required,589160
R17131,SO17801,P1886,14-Apr-2025,16,Damaged,56320
R17132,SO27667,P1190,19-Dec-2025,4,Not Required,141400
R17133,SO29889,P1062,23-May-2025,1,Not Required,61680
R17134,SO30502,P1281,14-Dec-2025,10,Wrong Item,11900
R17135,SO39143,P1760,25-Jun-2025,1,Quality Issue,70640
R17136,SO23425,P1538,02-Aug-2025,7,Wrong Item,561120
R17137,SO25024,P1841,05-Apr-2025,8,Wrong Item,161920
R17138,SO28902,P1766,17-Jul-2025,10,Late Delivery,721500
R17139,SO65621,P1654,01-Dec-2025,1,Defective,31550
R17140,SO25642,P1314,15-Oct-2025,10,Quality Issue,49800
R17141,SO63264,P1749,24-Oct-2025,13,Late Delivery,343460
R17142,SO51790,P1773,08-Sep-2025,5,Damaged,403150
R17143,SO31279,P1932,27-Feb-2025,9,Size Issue,608490
R17144,SO24179,P1935,27-Dec-2025,8,Quality Issue,247520
R17145,SO61819,P1283,02-Mar-2025,3,Defective,153270
R17146,SO34676,P1040,20-Jun-2025,2,Quality Issue,35040
R17147,SO22920,P1754,05-Mar-2025,9,Not Required,7740
R17148,SO31569,P1406,03-Apr-2025,2,Size Issue,148580
R17149,SO25539,P1811,27-Jul-2025,4,Quality Issue,255960
R17150,SO18666,P1460,06-Jun-2025,3,Quality Issue,110520
R17151,SO19655,P1873,26-Feb-2025,3,Wrong Item,232350
R17152,SO11901,P1533,30-Aug-2025,18,Not Required,724500
R17153,SO27317,P1599,03-Oct-2025,11,Damaged,119020
R17154,SO54397,P1380,23-Aug-2025,6,Defective,132660
R17155,SO15916,P1628,17-Mar-2025,2,Not Required,95780
R17156,SO56560,P1549,03-Nov-2025,16,Wrong Item,688320
R17157,SO44040,P1305,05-Oct-2025,4,Wrong Item,83600
R17158,SO54692,P1291,10-Jun-2025,2,Wrong Item,59300
R17159,SO33521,P1539,07-Nov-2025,3,Late Delivery,74070
R17160,SO14138,P1324,13-Jul-2025,7,Late Delivery,469560
R17161,SO60427,P1574,02-Dec-2025,3,Quality Issue,136080
R17162,SO24822,P1741,19-Jan-2025,1,Quality Issue,270
R17163,SO45035,P1842,09-Oct-2025,8,Size Issue,490640
R17164,SO28661,P1433,28-Apr-2025,4,Damaged,79640
R17165,SO22275,P1705,11-Dec-2025,1,Quality Issue,73750
R17166,SO47586,P1571,31-Jul-2025,3,Defective,191370
R17167,SO33995,P1841,25-Nov-2025,15,Size Issue,303600
R17168,SO32563,P1794,13-Aug-2025,3,Not Required,18060
R17169,SO19253,P1688,30-Jan-2025,2,Size Issue,14880
R17170,SO11921,P1351,20-Jan-2025,2,Late Delivery,52360
R17171,SO38746,P1908,26-Apr-2025,12,Size Issue,32640
R17172,SO49377,P1629,01-May-2025,9,Late Delivery,327870
R17173,SO18978,P1296,22-Dec-2025,1,Not Required,57490
R17174,SO23640,P1406,04-Aug-2025,13,Size Issue,965770
R17175,SO63088,P1688,07-Jul-2025,4,Not Required,29760
R17176,SO49002,P1982,22-Mar-2025,3,Quality Issue,142050
R17177,SO14265,P1658,20-Oct-2025,10,Wrong Item,356200
R17178,SO43783,P1155,28-Nov-2025,3,Wrong Item,1770
R17179,SO47099,P1225,22-Mar-2025,4,Damaged,126040
R17180,SO36362,P1849,20-Nov-2025,2,Wrong Item,54280
R17181,SO58506,P1889,16-Sep-2025,2,Size Issue,16820
R17182,SO25730,P1188,02-Oct-2025,1,Defective,83090
R17183,SO59324,P1172,14-Jan-2025,2,Late Delivery,50700
R17184,SO30682,P1310,10-May-2025,6,Quality Issue,93420
R17185,SO48490,P1719,18-Jun-2025,4,Defective,60560
R17186,SO44824,P1492,24-Apr-2025,11,Not Required,469040
R17187,SO59574,P1122,06-Apr-2025,12,Quality Issue,531120
R17188,SO58768,P1612,02-Dec-2025,15,Size Issue,60600
R17189,SO56571,P1171,24-Jul-2025,1,Damaged,40750
R17190,SO38399,P1055,25-Apr-2025,2,Size Issue,126240
R17191,SO67642,P1513,26-Jun-2025,3,Size Issue,22770
R17192,SO28002,P1813,16-Jul-2025,11,Defective,334400
R17193,SO69342,P1332,18-Mar-2025,3,Not Required,166170
R17194,SO66455,P1385,07-Dec-2025,19,Size Issue,403940
R17195,SO45272,P1855,30-Sep-2025,7,Wrong Item,519540
R17196,SO60696,P1933,27-May-2025,1,Wrong Item,5980
R17197,SO52687,P1988,24-Jun-2025,12,Damaged,520080
R17198,SO32906,P1357,19-Jan-2025,13,Late Delivery,757510
R17199,SO10355,P1262,26-Oct-2025,1,Not Required,32000
R17200,SO15113,P1533,01-Jun-2025,2,Wrong Item,80500
R17201,SO40702,P1935,29-Dec-2025,4,Wrong Item,123760
R17202,SO54888,P1886,20-Mar-2025,1,Not Required,3520
R17203,SO55469,P1358,10-Mar-2025,4,Wrong Item,1600
R17204,SO10498,P1864,19-May-2025,12,Damaged,579960
R17205,SO30918,P1586,31-Jul-2025,4,Damaged,198400
R17206,SO19115,P1293,08-Feb-2025,3,Size Issue,7230
R17207,SO69680,P1451,09-Feb-2025,5,Damaged,302200
R17208,SO54505,P1511,11-Jan-2025,2,Wrong Item,40780
R17209,SO35374,P1574,20-Jan-2025,1,Wrong Item,45360
R17210,SO30567,P1636,08-May-2025,4,Damaged,28440
R17211,SO18804,P1540,19-Apr-2025,7,Late Delivery,82600
R17212,SO61202,P1849,22-Aug-2025,6,Damaged,162840
R17213,SO69149,P1888,18-Jun-2025,7,Damaged,183330
R17214,SO20683,P1993,12-May-2025,15,Damaged,302100
R17215,SO53623,P1367,26-Mar-2025,2,Defective,130780
R17216,SO11737,P1243,21-Sep-2025,7,Not Required,542780
R17217,SO27367,P1103,14-Nov-2025,11,Not Required,419100
R17218,SO20100,P1068,15-Jan-2025,3,Defective,53790
R17219,SO52277,P1159,27-Jul-2025,5,Quality Issue,328000
R17220,SO21057,P1889,31-May-2025,2,Size Issue,16820
R17221,SO50051,P1731,20-May-2025,1,Not Required,59700
R17222,SO37835,P1064,10-Sep-2025,3,Wrong Item,14160
R17223,SO28369,P1951,14-Sep-2025,5,Wrong Item,290050
R17224,SO61612,P1104,11-Jan-2026,1,Quality Issue,7170
R17225,SO34312,P1023,06-Jun-2025,3,Damaged,67710
R17226,SO29891,P1323,05-Nov-2025,4,Wrong Item,38120
R17227,SO54424,P1691,26-Jan-2025,3,Late Delivery,95460
R17228,SO54062,P1981,15-Dec-2025,9,Damaged,204840
R17229,SO19813,P1006,19-Oct-2025,2,Quality Issue,38880
R17230,SO42153,P1481,11-Sep-2025,9,Size Issue,417870
R17231,SO31772,P1339,02-Aug-2025,6,Defective,401100
R17232,SO33069,P1820,26-Oct-2025,1,Late Delivery,7730
R17233,SO69460,P1163,12-Jul-2025,13,Defective,249210
R17234,SO23956,P1556,02-Jul-2025,8,Defective,359920
R17235,SO63259,P1174,15-Oct-2025,17,Wrong Item,263330
R17236,SO10761,P1741,28-Apr-2025,1,Damaged,270
R17237,SO62205,P1222,02-Jan-2026,1,Quality Issue,23670
R17238,SO40183,P1481,29-Jul-2025,3,Damaged,139290
R17239,SO25459,P1449,02-Jul-2025,2,Not Required,32000
R17240,SO62685,P1406,07-Apr-2025,1,Defective,74290
R17241,SO16783,P1759,26-Dec-2025,4,Defective,102680
R17242,SO29230,P1361,10-Jan-2025,10,Late Delivery,484300
R17243,SO49469,P1361,04-Jul-2025,4,Wrong Item,193720
R17244,SO34813,P1482,03-Jul-2025,2,Damaged,138240
R17245,SO58817,P1604,27-Oct-2025,7,Quality Issue,166740
R17246,SO68363,P1686,16-Jan-2025,1,Not Required,13220
R17247,SO34706,P1761,06-Mar-2025,3,Damaged,8790
R17248,SO17546,P1209,30-Aug-2025,11,Wrong Item,246290
R17249,SO43304,P1480,03-Oct-2025,7,Size Issue,182350
R17250,SO52745,P1370,28-Dec-2025,7,Late Delivery,31710
R17251,SO25613,P1684,04-Feb-2025,6,Damaged,383280
R17252,SO13605,P1359,05-Dec-2025,4,Wrong Item,12400
R17253,SO65440,P1818,03-Mar-2025,12,Size Issue,505440
R17254,SO65757,P1447,31-May-2025,1,Damaged,21050
R17255,SO33008,P1040,30-Jun-2025,1,Not Required,17520
R17256,SO23085,P1604,06-Oct-2025,2,Defective,47640
R17257,SO19958,P1071,19-Apr-2025,3,Wrong Item,32160
R17258,SO42304,P1868,18-Oct-2025,8,Late Delivery,158240
R17259,SO63736,P1076,01-Nov-2025,2,Wrong Item,880
R17260,SO53876,P1756,13-Sep-2025,3,Wrong Item,192990
R17261,SO25321,P1732,03-Aug-2025,3,Wrong Item,69060
R17262,SO55863,P1842,02-Mar-2025,19,Quality Issue,1165270
R17263,SO50020,P1206,17-Feb-2025,15,Late Delivery,1032600
R17264,SO69703,P1359,22-Sep-2025,1,Quality Issue,3100
R17265,SO52949,P1951,12-Jan-2025,7,Quality Issue,406070
R17266,SO31254,P1854,27-Nov-2025,9,Not Required,54810
R17267,SO60506,P1031,23-Oct-2025,3,Wrong Item,183720
R17268,SO19318,P1495,21-Dec-2025,10,Not Required,206800
R17269,SO64444,P1445,07-Jul-2025,17,Damaged,42330
R17270,SO57159,P1949,30-Jul-2025,1,Not Required,29660
R17271,SO68295,P1862,29-Oct-2025,3,Wrong Item,132990
R17272,SO68410,P1478,08-Nov-2025,13,Damaged,330720
R17273,SO38372,P1201,20-Jul-2025,2,Wrong Item,159340
R17274,SO12324,P1248,22-Sep-2025,4,Late Delivery,154160
R17275,SO67184,P1918,03-Dec-2025,4,Quality Issue,5880
R17276,SO39832,P1908,22-Sep-2025,17,Late Delivery,46240
R17277,SO18507,P1475,09-Apr-2025,5,Wrong Item,85250
R17278,SO45391,P1368,04-Dec-2025,11,Damaged,141350
R17279,SO34149,P1825,16-May-2025,7,Defective,274750
R17280,SO34546,P1610,09-Aug-2025,8,Quality Issue,450560
R17281,SO17941,P1733,04-Jan-2026,1,Late Delivery,48220
R17282,SO13662,P1613,17-Aug-2025,2,Not Required,152860
R17283,SO58749,P1476,10-Aug-2025,12,Late Delivery,248880
R17284,SO52265,P1418,28-Mar-2025,10,Defective,86900
R17285,SO10215,P1383,26-Mar-2025,4,Damaged,199000
R17286,SO41211,P1986,09-Apr-2025,3,Size Issue,190170
R17287,SO23390,P1759,05-May-2025,6,Defective,154020
R17288,SO43919,P1475,24-Dec-2025,6,Defective,102300
R17289,SO49608,P1337,11-Dec-2025,10,Damaged,440200
R17290,SO10656,P1417,25-Dec-2025,7,Damaged,116340
R17291,SO58887,P1721,14-Jun-2025,5,Damaged,311500
R17292,SO63051,P1881,08-Aug-2025,9,Damaged,223020
R17293,SO36762,P1934,19-Jun-2025,10,Size Issue,469300
R17294,SO31630,P1654,24-Aug-2025,1,Defective,31550
R17295,SO58222,P1655,13-Jan-2026,13,Quality Issue,96330
R17296,SO42947,P1565,09-Nov-2025,2,Late Delivery,5000
R17297,SO30849,P1968,24-Dec-2025,11,Defective,501050
R17298,SO36919,P1175,26-Oct-2025,9,Defective,348300
R17299,SO57348,P1588,03-Feb-2025,9,Size Issue,354690
R17300,SO55692,P1296,19-Jun-2025,2,Not Required,114980
R17301,SO38818,P1031,18-Aug-2025,2,Quality Issue,122480
R17302,SO51549,P1478,19-Oct-2025,9,Quality Issue,228960
R17303,SO56870,P1443,11-Dec-2025,5,Size Issue,195400
R17304,SO39677,P1110,14-Oct-2025,5,Late Delivery,224650
R17305,SO45766,P1708,06-Feb-2025,1,Size Issue,23100
R17306,SO48515,P1524,31-Jul-2025,6,Wrong Item,356160
R17307,SO68525,P1748,27-Sep-2025,9,Size Issue,102330
R17308,SO25960,P1178,27-Apr-2025,1,Late Delivery,43380
R17309,SO31471,P1492,22-Nov-2025,2,Defective,85280
R17310,SO37704,P1508,16-May-2025,1,Defective,35110
R17311,SO62814,P1254,17-May-2025,1,Damaged,44740
R17312,SO47300,P1520,08-Aug-2025,4,Defective,14360
R17313,SO54206,P1539,16-Apr-2025,3,Damaged,74070
R17314,SO51540,P1559,19-Jul-2025,5,Late Delivery,363100
R17315,SO52846,P1081,20-Jun-2025,1,Quality Issue,74340
R17316,SO22877,P1135,23-Jan-2025,6,Damaged,311160
R17317,SO36189,P1239,16-May-2025,2,Damaged,166240
R17318,SO20408,P1480,27-Feb-2025,11,Wrong Item,286550
R17319,SO55107,P1607,29-May-2025,1,Size Issue,71230
R17320,SO19037,P1657,03-Nov-2025,5,Quality Issue,378700
R17321,SO28137,P1992,28-Mar-2025,12,Not Required,826080
R17322,SO37022,P1556,05-Apr-2025,6,Not Required,269940
R17323,SO37313,P1550,28-Oct-2025,1,Damaged,57700
R17324,SO19025,P1348,26-Mar-2025,8,Size Issue,643520
R17325,SO67787,P1149,01-Sep-2025,5,Quality Issue,35750
R17326,SO35521,P1289,03-Jul-2025,6,Size Issue,122820
R17327,SO26594,P1237,10-Jul-2025,6,Late Delivery,358260
R17328,SO45901,P1621,29-Sep-2025,7,Size Issue,70490
R17329,SO28869,P1060,08-May-2025,11,Not Required,325820
R17330,SO20327,P1976,07-Feb-2025,6,Quality Issue,361740
R17331,SO57725,P1767,13-Apr-2025,13,Late Delivery,662740
R17332,SO13318,P1248,18-May-2025,2,Size Issue,77080
R17333,SO37915,P1557,06-Oct-2025,13,Wrong Item,137930
R17334,SO47061,P1738,19-Jan-2025,3,Wrong Item,34470
R17335,SO45632,P1857,10-Aug-2025,6,Quality Issue,357780
R17336,SO18347,P1624,14-Jul-2025,5,Wrong Item,355750
R17337,SO53912,P1382,23-May-2025,7,Wrong Item,117110
R17338,SO42209,P1001,25-Apr-2025,6,Not Required,284160
R17339,SO20716,P1909,02-Apr-2025,8,Defective,108240
R17340,SO10944,P1597,13-Aug-2025,2,Size Issue,137280
R17341,SO69714,P1861,02-Mar-2025,3,Quality Issue,160140
R17342,SO20208,P1092,04-Apr-2025,2,Defective,146120
R17343,SO42920,P1942,18-Feb-2025,1,Late Delivery,32830
R17344,SO45567,P1742,07-Sep-2025,2,Wrong Item,149820
R17345,SO10592,P1163,25-Aug-2025,1,Not Required,19170
R17346,SO25594,P1585,19-Apr-2025,1,Wrong Item,57380
R17347,SO22577,P1564,03-Aug-2025,12,Defective,32880
R17348,SO35682,P1172,30-Jan-2025,1,Late Delivery,25350
R17349,SO59365,P1585,29-Jul-2025,12,Defective,688560
R17350,SO39275,P1688,20-Sep-2025,2,Late Delivery,14880
R17351,SO44847,P1002,06-Feb-2025,1,Wrong Item,65740
R17352,SO11877,P1616,14-Nov-2025,10,Defective,19400
R17353,SO31637,P1617,29-Jun-2025,4,Damaged,150200
R17354,SO36413,P1842,25-Jun-2025,3,Size Issue,183990
R17355,SO50386,P1855,26-Jan-2025,12,Wrong Item,890640
R17356,SO63322,P1428,26-Jul-2025,2,Late Delivery,99120
R17357,SO49184,P1256,18-Feb-2025,13,Late Delivery,126620
R17358,SO62193,P1117,18-Mar-2025,5,Size Issue,318900
R17359,SO19924,P1130,17-Nov-2025,6,Damaged,162660
R17360,SO21229,P1809,22-Aug-2025,2,Damaged,8700
R17361,SO21667,P1839,23-Feb-2025,10,Not Required,51200
R17362,SO13761,P1629,28-May-2025,1,Late Delivery,36430
R17363,SO20749,P1038,17-Apr-2025,15,Size Issue,390450
R17364,SO18464,P1462,20-Apr-2025,1,Not Required,31370
R17365,SO54757,P1946,04-Aug-2025,4,Late Delivery,170760
R17366,SO33565,P1542,13-Mar-2025,3,Quality Issue,237720
R17367,SO21423,P1313,13-Jul-2025,4,Damaged,14880
R17368,SO20530,P1675,10-Dec-2025,11,Defective,515350
R17369,SO36278,P1434,22-Dec-2025,16,Size Issue,396000
R17370,SO25460,P1932,28-Nov-2025,1,Damaged,67610
R17371,SO30823,P1509,29-Jan-2025,2,Damaged,97080
R17372,SO30190,P1236,07-Nov-2025,16,Wrong Item,932800
R17373,SO62918,P1656,20-Aug-2025,13,Not Required,762710
R17374,SO19448,P1011,16-Feb-2025,2,Not Required,68520
R17375,SO57536,P1049,03-Mar-2025,2,Size Issue,24980
R17376,SO31057,P1616,18-Feb-2025,8,Late Delivery,15520
R17377,SO48464,P1688,07-Aug-2025,1,Size Issue,7440
R17378,SO46939,P1893,15-Dec-2025,9,Quality Issue,15120
R17379,SO13080,P1748,02-Jul-2025,2,Size Issue,22740
R17380,SO58617,P1265,10-Dec-2025,4,Damaged,151360
R17381,SO18758,P1247,08-Aug-2025,5,Late Delivery,290700
R17382,SO47230,P1215,09-Oct-2025,5,Late Delivery,299700
R17383,SO50623,P1186,30-Nov-2025,5,Defective,300600
R17384,SO68965,P1224,31-Jul-2025,12,Quality Issue,235680
R17385,SO23071,P1337,07-Jun-2025,16,Defective,704320
R17386,SO31090,P1097,10-Jun-2025,14,Late Delivery,806960
R17387,SO20048,P1694,11-Oct-2025,2,Wrong Item,133740
R17388,SO44277,P1712,30-Apr-2025,3,Damaged,80730
R17389,SO47598,P1991,11-Dec-2025,6,Damaged,269160
R17390,SO14996,P1331,28-Oct-2025,2,Late Delivery,10160
R17391,SO26115,P1217,19-May-2025,2,Defective,72200
R17392,SO47194,P1757,29-Oct-2025,7,Not Required,256340
R17393,SO16204,P1246,09-Mar-2025,12,Damaged,326160
R17394,SO45639,P1804,07-Jul-2025,1,Not Required,62850
R17395,SO46126,P1066,11-Dec-2025,6,Late Delivery,127680
R17396,SO10427,P1232,03-Mar-2025,9,Size Issue,485910
R17397,SO23460,P1448,10-May-2025,19,Size Issue,933850
R17398,SO53175,P1890,17-Sep-2025,1,Late Delivery,69860
R17399,SO28539,P1473,22-Sep-2025,6,Damaged,211200
R17400,SO22127,P1741,20-Apr-2025,4,Wrong Item,1080
R17401,SO41656,P1533,17-Aug-2025,12,Damaged,483000
R17402,SO57283,P1332,22-Jan-2025,7,Size Issue,387730
R17403,SO21958,P1893,05-Aug-2025,2,Wrong Item,3360
R17404,SO17348,P1924,09-Jul-2025,2,Wrong Item,115480
R17405,SO11322,P1122,27-May-2025,7,Not Required,309820
R17406,SO59233,P1368,26-Aug-2025,5,Wrong Item,64250
R17407,SO20455,P1588,27-Dec-2025,8,Defective,315280
R17408,SO64077,P1388,10-Sep-2025,2,Size Issue,118040
R17409,SO60827,P1338,24-Nov-2025,4,Wrong Item,21600
R17410,SO44545,P1492,09-Oct-2025,2,Quality Issue,85280
R17411,SO18054,P1062,23-Apr-2025,5,Damaged,308400
R17412,SO25257,P1348,23-Oct-2025,2,Defective,160880
R17413,SO57934,P1032,04-Apr-2025,5,Damaged,245700
R17414,SO36768,P1629,20-Jul-2025,10,Wrong Item,364300
R17415,SO16769,P1544,09-Oct-2025,2,Late Delivery,101940
R17416,SO60625,P1891,01-Feb-2025,3,Defective,32520
R17417,SO51105,P1215,12-Sep-2025,1,Not Required,59940
R17418,SO48350,P1638,19-Sep-2025,10,Not Required,72900
R17419,SO66699,P1345,08-Aug-2025,2,Wrong Item,30120
R17420,SO54451,P1923,21-Nov-2025,2,Wrong Item,75520
R17421,SO65891,P1616,08-May-2025,7,Late Delivery,13580
R17422,SO51945,P1559,29-Oct-2025,4,Wrong Item,290480
R17423,SO53116,P1712,22-Feb-2025,1,Wrong Item,26910
R17424,SO18682,P1863,07-Nov-2025,3,Damaged,43710
R17425,SO37257,P1042,29-Jan-2025,4,Defective,124120
R17426,SO65514,P1391,08-Jan-2026,10,Defective,544000
R17427,SO68640,P1277,23-Jan-2025,6,Quality Issue,35280
R17428,SO40807,P1396,11-Oct-2025,4,Not Required,30400
R17429,SO13226,P1478,01-May-2025,1,Not Required,25440
R17430,SO57095,P1281,30-Aug-2025,9,Not Required,10710
R17431,SO66761,P1880,07-Mar-2025,6,Not Required,248640
R17432,SO22213,P1523,28-Feb-2025,6,Damaged,71340
R17433,SO48140,P1892,15-Apr-2025,6,Not Required,167280
R17434,SO29619,P1739,01-Nov-2025,16,Not Required,469120
R17435,SO59661,P1968,01-Apr-2025,4,Late Delivery,182200
R17436,SO12977,P1693,17-Sep-2025,10,Late Delivery,654300
R17437,SO29353,P1891,16-Jun-2025,3,Not Required,32520
R17438,SO55066,P1143,10-Feb-2025,7,Not Required,311430
R17439,SO14257,P1467,10-Jan-2025,4,Defective,114440
R17440,SO60975,P1686,14-Jan-2025,9,Late Delivery,118980
R17441,SO65983,P1940,06-Feb-2025,6,Wrong Item,431760
R17442,SO10632,P1994,17-Sep-2025,5,Defective,254400
R17443,SO49742,P1485,05-Nov-2025,4,Late Delivery,216040
R17444,SO10598,P1044,09-May-2025,3,Wrong Item,162750
R17445,SO59151,P1410,11-May-2025,7,Wrong Item,544250
R17446,SO15091,P1023,21-Jan-2025,6,Late Delivery,135420
R17447,SO53304,P1121,25-Dec-2025,1,Size Issue,18530
R17448,SO29191,P1656,23-Jan-2025,1,Size Issue,58670
R17449,SO22943,P1101,21-Aug-2025,8,Quality Issue,123040
R17450,SO28625,P1228,31-Dec-2025,9,Late Delivery,434340
R17451,SO66790,P1452,12-Aug-2025,1,Defective,69700
R17452,SO13689,P1949,08-Mar-2025,5,Quality Issue,148300
R17453,SO48558,P1303,13-Oct-2025,12,Wrong Item,148440
R17454,SO47174,P1064,28-Aug-2025,8,Damaged,37760
R17455,SO31544,P1076,23-May-2025,7,Damaged,3080
R17456,SO11038,P1113,03-Jan-2026,4,Size Issue,147880
R17457,SO21593,P1449,24-Oct-2025,12,Wrong Item,192000
R17458,SO14333,P1099,02-Sep-2025,9,Size Issue,611820
R17459,SO33887,P1480,18-Feb-2025,3,Wrong Item,78150
R17460,SO46259,P1128,23-Dec-2025,7,Damaged,501270
R17461,SO42213,P1069,19-Dec-2025,1,Late Delivery,12660
R17462,SO22244,P1296,13-Sep-2025,3,Quality Issue,172470
R17463,SO28998,P1431,07-Aug-2025,12,Late Delivery,803760
R17464,SO47070,P1284,10-Apr-2025,4,Wrong Item,50760
R17465,SO34894,P1636,08-May-2025,5,Quality Issue,35550
R17466,SO35171,P1963,19-May-2025,3,Defective,76530
R17467,SO19104,P1882,19-Apr-2025,2,Wrong Item,39560
R17468,SO16781,P1936,03-Jul-2025,3,Not Required,71730
R17469,SO16799,P1044,13-Feb-2025,7,Wrong Item,379750
